"session_date","session_day","time_block","duration_minutes","room","session_kind","plenum_kind","session_type","tracks","recording_status","title","speakers","speaker_org_titles","description_clean","status","liveUrl","recordingUrl","session_id"
2026-06-20,"Saturday","11:30 AM - 12:30 PM",60,"National Harbor 4-5","Content","Concurrent","Panel","","This session *will not* be recorded ⛔️","Mining the Epstein files","Julie K Brown; Khadeeja Safdar; Niala Boodhoo; Steve Eder","Award-winning Washington, DC-based journalist, podcast and events host | Enterprise Reporter, The Wall Street Journal  | Investigative Reporter, The Miami Herald | Investigative Reporter, The New York Times","'The Epstein Files' landed early this year, making public a massive assortment of more than 3 million pages of records on the notorious predator. This session will explain how news organizations have mined the Epstein Files for stories. It will also discuss the many lessons learned from this unprecedented task and explore the array of challenges in reporting on such a huge set of records.","Accepted",NA,NA,"1179104"
2026-06-20,"Saturday","12:30 PM - 02:30 PM",120,"Conference-wide","Service / break","Concurrent","","","","Lunch","","","",NA,NA,NA,"8f5855c1-5c59-4dda-90f4-6a7ba717a6a2"
2026-06-20,"Saturday","12:45 PM - 02:15 PM",90,"National Harbor 6","Service / break","Concurrent","","","","Adjacent Event: Journalists Recovery Network","","","The Journalists Recovery Network will meet and offer a sober space for journalists experiencing troubles with alcohol or substance use. This is an informal meeting for individuals who may struggle with substance use to meet our members and chat more about our organization. Feel free to reach out to us at journalistsrecoverynetwork@gmail.com.",NA,NA,NA,"fe76ac9a-395a-402e-8b17-eb4758892b0e"
2026-06-21,"Sunday","09:00 AM - 10:00 AM",60,"Chesapeake GHI","Content","Concurrent","Panel","","This session *will not* be recorded ⛔️","New tools for this investigative moment","Ezana Ceman; Michael Wriston; Rowan Philp","Co-Founder, Project Salt Box | Global Investigative Journalism Network | Product Manager for Data Platforms, Organized Crime and Corruption Reporting Project","This panel will offer new practical tools from the US and around the world for urgent investigative needs. In this session, panelists will profile a tool that reduces the stakes for whistleblowers; the new Project Salt Box tracker to investigate migrant detention procurement; and updated OCCRP tools to investigate cross-border asset looting by authoritarians and their allies.","Accepted",NA,NA,"1238686"
2026-06-21,"Sunday","09:00 AM - 10:00 AM",60,"Chesapeake JKL","Content","Concurrent","Hands-on training","Data analysis; Hands on; Story ideas; Tools & tech","This session *will not* be recorded ⛔️","Google Sheets: Pivot tables","Laura Moscoso","Investigative Reporters and Editors","Come to this hands-on class to learn how to use pivot tables in Google Sheets and make your data analysis faster and easier. This session is good for everyone who understands the basics of data journalism and has a beginner's knowledge of Google Sheets. Bring your computer!","Accepted",NA,NA,"1256053"
2026-06-21,"Sunday","09:00 AM - 10:00 AM",60,"Maryland 1-2","Content","Concurrent","Hands-on training","Data analysis; Story ideas","This session *will not* be recorded ⛔️","Finding the story: the youth mental health crisis","Helu Wang","USA-Today Network Reporter ","School databases can provide a window into the youth mental health crisis, if reporters know how to analyze them. This hands-on session will show you how to use school data as the foundation for accountability reporting on student safety and mental health, including how to analyze statewide incident data, rank districts by incident categories and identify patterns, spikes and outliers that warrant deeper investigation. The session will also cover how to look beyond the numbers through public records requests, interviews with families and advocates and reporting on undercounting or misclassification of incidents. Attendees will leave with practical techniques to analyze state school datasets, identify districts where incidents are rising or disproportionately reported, and investigate potential systemic failures. This session is good for beginners. You must bring your own laptop (no tablets) to participate.","Accepted",NA,NA,"1251687"
2026-06-21,"Sunday","09:00 AM - 10:00 AM",60,"Maryland 3-4","Content","Concurrent","Hands-on training","Data analysis; Tools & tech","This session *will not* be recorded ⛔️","Introduction to R and RStudio","Liz Lucas","Missouri School of Journalism","Jump into data analysis with R, the powerful open-source programming language. In this class we’ll cover R fundamentals and learn our way around the RStudio interface for using R. This session is good for: People with a basic understanding of data analysis who are ready to go beyond spreadsheets. Attendees will need to bring their own laptop (no tablets).","Accepted",NA,NA,"1254899"
2026-06-21,"Sunday","09:00 AM - 10:00 AM",60,"National Harbor 12-13","Content","Concurrent","","","This session *will* be recorded ✅","How to make the most of your mentor/mentee relationship","","","","Accepted",NA,NA,"1255947"
2026-06-21,"Sunday","09:00 AM - 12:30 PM",210,"Maryland 5-6","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Introduction to Python","Cody Winchester","Director of technology, Investigative Reporters & Editors","A free, three-hour crash course on how journalists are using the Python programming language to solve problems. We'll cover data analysis, web scraping and other common newsroom tasks. Participants will need a laptop (no tablets) and a free Google account.","Accepted",NA,NA,"1255103"
2026-06-21,"Sunday","10:00 AM - 10:15 AM",15,"Conference-wide","Service / break","Concurrent","","","","15 min break","","","",NA,NA,NA,"9ac05857-18c9-49bd-8296-6f6d3d92ddcc"
2026-06-21,"Sunday","10:15 AM - 11:15 AM",60,"Chesapeake GHI","Content","Concurrent","Panel","Reporting & writing strategies; Story ideas","This session *will* be recorded ✅","Investigating the southern U.S. border","Jazmine Ulloa","New York Times","Learn from panelists with experience reporting from the ground on immigration and the United States' southern border. The panelists will discuss the history of the border region, shifting immigration laws under Trump, and strategies for producing investigations about one of the most important regions of the US and the international geopolitical landscape.","Accepted",NA,NA,"1253150"
2026-06-21,"Sunday","10:15 AM - 11:15 AM",60,"Maryland 1-2","Content","Concurrent","Hands-on training","","This session *will not* be recorded ⛔️","Turning documents Into data with AI","Charles Minshew","Senior Editor of Data Journalism at The Atlanta Journal-Constitution","Investigative reporters drown in documents, from PDFs of court filings, inspection reports, and financial disclosures that contain structured information trapped in unstructured formats. In this session, we'll use AI tools to extract usable data from real-world documents and then build a simple, local web interface you can use to browse and search the results. No server or programming experience required — we'll walk through ""vibecoding"" the tool step by step using AI to write the code for us. You'll leave with a repeatable workflow for turning a stack of documents into a searchable dataset you can actually report from. Attendees will need to bring their own laptops (preferably no tablets) for the training.","Accepted",NA,NA,"1182064"
